@relation whatever
@attribute url integer
@attribute Sentiment_polarity real
@attribute absPolarity real
@attribute sentiment_subjectivity real
@attribute L {True, False}
@attribute ago {True, False}
@attribute ive {True, False}
@attribute last {True, False}
@attribute name {True, False}
@attribute lost {True, False}
@attribute hous {True, False}
@attribute babi {True, False}
@attribute offici {True, False}
@attribute work {True, False}
@attribute well {True, False}
@attribute keep {True, False}
@attribute today {True, False}
@attribute time {True, False}
@attribute got {True, False}
@attribute yes {True, False}
@attribute best {True, False}
@attribute ex {True, False}
@data
0,-0.07,0.071428571,0.21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.06,0.0625,0.38,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.35,0.35,0.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.17,0.166666667,0.3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0.25,0.25,0.25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,-0.31,0.30625,0.49,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.71,0.7142857140000001,0.86,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.29,0.2875,0.61,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0.13,0.125,0.29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.15,0.15,0.54,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1.0,0.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0.25,0.25,0.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.42,0.41666666700000005,0.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.42,0.41666666700000005,0.63,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.5,0.5,0.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.25,0.25,0.28,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0.05,0.05,0.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.04,0.041666667000000004,0.61,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.75,0.75,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.8,0.8,0.7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0,0.5,0.5,0.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.25,0.246590909,0.4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.25,0.25,0.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1.0,0.3,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.29,0.291666667,0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
