@relation whatever
@attribute sentiment_polarity real
@attribute sentiment_subjectivity real
@attribute absPolarity real
@attribute and {True, False}
@attribute a {True, False}
@attribute get {True, False}
@attribute i {True, False}
@attribute my {True, False}
@attribute drunk {True, False}
@attribute to {True, False}
@attribute the {True, False}
@attribute was {True, False}
@attribute you {True, False}
@attribute getdrunk {True, False}
@attribute imdrunk {True, False}
@attribute stilldrunk {True, False}
@attribute gotdrunk {True, False}
@attribute yourdrunk {True, False}
@attribute L {True, False}
@data
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.27,0.35,0.26666666699999997,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.24,0.77,0.24444444399999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.57,0.6,0.566666667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.3,0.63,0.29583333300000003,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True
0.17,0.5,0.166666667,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.42,0.5,0.41666666700000005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.38,0.63,0.38229166700000006,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.17,0.75,0.166666667,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0.03,0.83,0.027777778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.34,0.57,0.34166666700000003,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1.0,0.3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
-0.04,0.53,0.041666667000000004,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.0,0.0,0.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.06,0.5,0.055555556,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
-0.08,0.75,0.083333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.13,0.57,0.12916666699999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.08,0.6,0.083333333,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.12,0.4,0.11666666699999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.32,0.72,0.322222222,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.05,0.84,0.054166667,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.33,0.5,0.333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.25,0.33,0.25,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.5,1.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.8,1.0,0.8,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.13,0.38,0.13,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.3,0.25,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.01,0.21,0.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.5,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.19,0.43,0.19,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5,0.5,0.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.75,1.0,0.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
-0.6,1.0,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.72,0.92,0.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.3,0.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.15,0.35,0.15,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5,0.5,0.5,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.21,0.7,0.21,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
0.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.07,0.23,0.07,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.23,0.62,0.23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
-0.43,0.87,0.43,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
-0.3,0.4,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.01,0.4,0.01,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.2,0.2,0.2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.57,0.38,0.57,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7,0.57,0.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.43,0.48,0.43,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
1.0,0.3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
-0.06,0.55,0.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.13,0.9,0.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,1.0,0.5,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.05,0.75,0.05,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6,0.9,0.6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.2,0.2,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.3,0.45,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25,0.2,0.25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1,0.4,0.1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.35,0.55,0.35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False
0.0,0.25,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.65,0.63,0.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1,0.44,0.1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.19,0.5,0.19,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3,0.95,0.3,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2,0.6,0.2,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0.5,0.5,0.5,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.1,0.74,0.1,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
-0.15,0.27,0.15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.4,0.4,0.4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1,0.25,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4,0.6,0.4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.52,0.55,0.52,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
-0.04,0.5,0.04,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.28,0.33,0.28,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
-0.19,0.68,0.19,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.6,0.52,0.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.23,0.45,0.23,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.1,0.53,0.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.21,0.75,0.21,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False
0.41,0.6,0.41,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.15,0.3,0.15,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
-0.08,0.75,0.08,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.03,0.28,0.03,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.0,0.44,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.13,0.45,0.13,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
-0.08,0.4,0.08,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.29,0.68,0.29,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
-0.19,0.72,0.19,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0.31,0.41,0.31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.07,0.25,0.07,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.27,0.45,0.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
-0.03,0.55,0.03,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.5,0.64,0.5,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0.61,0.77,0.61,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.52,0.55,0.52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.42,0.33,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
0.42,0.5,0.42,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.28,0.5,0.28,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0.18,0.23,0.18,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0.21,0.35,0.21,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.09,0.51,0.09,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.57,0.6,0.57,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.34,0.53,0.34,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.27,0.3,0.27,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
0.01,0.47,0.01,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0.27,0.34,0.27,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False
0.17,0.75,0.17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17,0.25,0.17,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.13,0.41,0.13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.02,0.52,0.02,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.57,0.6,0.57,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.19,0.75,0.19,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
0.42,0.5,0.42,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.17,0.3,0.17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.58,0.33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.63,1.0,0.63,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.02,0.17,0.02,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.42,0.5,0.42,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0.57,0.6,0.57,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1,0.59,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.03,0.45,0.03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.17,0.67,0.17,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.11,0.38,0.11,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17,0.25,0.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.57,0.75,0.57,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.54,0.57,0.54,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.21,0.5,0.21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.08,0.35,0.08,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07,0.25,0.07,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.04,0.6,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.14,0.33,0.14,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.14,0.45,0.14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False
0.21,0.5,0.21,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.09,0.55,0.09,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.14,0.28,0.14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.17,0.5,0.17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.32,0.37,0.32,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.12,0.25,0.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.03,0.6,0.03,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17,0.3,0.17,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.29,0.38,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.15,0.39,0.15,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0.42,0.56,0.42,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.06,0.45,0.06,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.08,0.75,0.08,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.01,0.59,0.01,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.65,0.7,0.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.42,0.5,0.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.09,0.58,0.09,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.17,0.25,0.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.17,0.5,0.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37,0.62,0.37,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0.22,0.52,0.22,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17,0.25,0.17,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
0.56,0.67,0.56,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False
0.42,0.5,0.42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.06,0.28,0.06,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.65,0.5,0.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.64,0.83,0.64,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.42,0.5,0.42,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.08,0.7,0.08,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-0.21,0.75,0.21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.19,0.54,0.19,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.39,0.68,0.39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.34,0.4,0.34,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.12,0.8,0.12,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.07,0.58,0.07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.08,0.37,0.08,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.18,0.28,0.18,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.47,0.75,0.47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.22,0.57,0.22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.17,0.75,0.17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.67,0.75,0.67,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07,0.65,0.07,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.42,0.75,0.42,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17,0.25,0.17,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.18,0.67,0.18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.31,0.4,0.31,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False
0.52,0.5,0.52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11,0.21,0.11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.19,0.68,0.19,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
-0.25,0.6,0.25,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.33,0.5,0.33,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.23,0.7,0.23,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.37,0.54,0.37,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.05,0.31,0.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17,0.25,0.17,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.22,0.7,0.22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.51,0.7,0.51,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False
0.32,0.6,0.32,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.42,0.5,0.42,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.22,0.75,0.22,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.04,0.73,0.04,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
0.33,0.5,0.33,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.08,0.42,0.08,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.42,0.5,0.42,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.14,0.48,0.14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
