,id,url,sentiment_polarity,abs Polarity,Clean tweet,sentiment_subjectivity,tweet,now
0,681456795597012992,0.0,0.17,0.166666666667,Everyone back home is getting pregnant or engaged and Derrick and I sit at home making cat jokes and eating ice cream after work ,0.25,Everyone back home is getting pregnant or engaged and Derrick and I sit at home making cat jokes and eating ice cream after work 😼,"December 28, 2015"
0,681456755281231872,0.0,0.33,0.333333333333,i remember when harry did the thing where he pretended to be a pregnant woman at my concert and i was like who is this man,0.5,i remember when harry did the thing where he pretended to be a pregnant woman at my concert and i was like who is this man,"December 28, 2015"
0,681457017165332480,0.0,0.33,0.333333333333, though the baby isnt of Louis is Briana really pregnant,0.5,@exxposingbriana though the baby isn't of Louis  is Briana really pregnant?,"December 28, 2015"
0,681457011637268480,0.0,0.33,0.333333333333,Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Meet somebody &amp; be pregnant within 120 days.

This always amazes me.","December 28, 2015"
0,681456944830353408,0.0,0.33,0.333333333333,Dont judge George Zimmerman until youve walked a mile in a fat piece of shits shoes to threaten a pregnant woman with a gun,0.5,Dont judge George Zimmerman until youve walked a mile in a fat piece of shits shoes to threaten a pregnant woman with a gun.,"December 28, 2015"
0,681456805004886017,0.0,-0.13,0.129166666667,Sorry but not sorry Im not the bitch thats gone b talking to amp fucking with niggas while pregnant with another nigga child,0.82,Sorry but not sorry I'm not the bitch that's gone b talking to &amp; fucking with niggas while pregnant with another nigga child,"December 28, 2015"
0,681456796146470912,0.0,0.08,0.0833333333333, png  She isnt a racist She got pregnant to a black man at 16 She has a song to prove it GoodChristian,0.47,"@chrisjlatimer @luke_png @UmaKompton She isn't a racist. She got pregnant ""to a black man"" at 16. She has a song to prove it. #GoodChristian","December 28, 2015"
0,681456795597012992,0.0,0.17,0.166666666667,Everyone back home is getting pregnant or engaged and Derrick and I sit at home making cat jokes and eating ice cream after work ,0.25,Everyone back home is getting pregnant or engaged and Derrick and I sit at home making cat jokes and eating ice cream after work 😼,"December 28, 2015"
0,681456755281231872,0.0,0.33,0.333333333333,i remember when harry did the thing where he pretended to be a pregnant woman at my concert and i was like who is this man,0.5,i remember when harry did the thing where he pretended to be a pregnant woman at my concert and i was like who is this man,"December 28, 2015"
0,681457017165332480,0.0,0.33,0.333333333333, though the baby isnt of Louis is Briana really pregnant,0.5,@exxposingbriana though the baby isn't of Louis  is Briana really pregnant?,"December 28, 2015"
0,681457011637268480,0.0,0.33,0.333333333333,Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Meet somebody &amp; be pregnant within 120 days.

This always amazes me.","December 28, 2015"
0,681456944830353408,0.0,0.33,0.333333333333,Dont judge George Zimmerman until youve walked a mile in a fat piece of shits shoes to threaten a pregnant woman with a gun,0.5,Dont judge George Zimmerman until youve walked a mile in a fat piece of shits shoes to threaten a pregnant woman with a gun.,"December 28, 2015"
0,681456805004886017,0.0,-0.13,0.129166666667,Sorry but not sorry Im not the bitch thats gone b talking to amp fucking with niggas while pregnant with another nigga child,0.82,Sorry but not sorry I'm not the bitch that's gone b talking to &amp; fucking with niggas while pregnant with another nigga child,"December 28, 2015"
0,681456796146470912,0.0,0.08,0.0833333333333, png  She isnt a racist She got pregnant to a black man at 16 She has a song to prove it GoodChristian,0.47,"@chrisjlatimer @luke_png @UmaKompton She isn't a racist. She got pregnant ""to a black man"" at 16. She has a song to prove it. #GoodChristian","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
0,681457102129356800,0.0,0.14,0.144444444444,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months 1 year 3 months,0.29,Female giraffes can become pregnant at 5 years old and carry their babies for 15 months. (1 year 3 months).,"December 28, 2015"
0,681457285982490624,0.0,0.33,0.333333333333,Im emo and pregnant ,0.5,I'm emo and pregnant https://t.co/B7niiQ1FJR,"December 28, 2015"
0,681457279812681728,0.0,0.33,0.333333333333,was there ever a scene of ruby finding out snow was pregnant,0.5,was there ever a scene of ruby finding out snow was pregnant???,"December 28, 2015"
0,681457119581843456,0.0,0.33,0.333333333333,Shyts wild Meet somebody amp be pregnant within 120 daysThis always amazes me,0.5,"Shyt's wild«@NobodybutChelz Meet somebody &amp; be pregnant within 120 days.

This always amazes me.»","December 28, 2015"
